date,url,rating,user,opinion
on 28 February 2018,/gp/customer-reviews/R28PFSGR1U0KVH?ASIN=B01DDP7D6W,3.0,Aditya Singh,It is a very good phone at this price rate.I have Samsung j7 but on7 is looking better than that phone because of its good back and it's edges. But it is not at all value for money . It heats a lot and it is very slow
on 26 January 2017,/gp/customer-reviews/R1FCI4XNWKAGIU?ASIN=B01DDP7D6W,4.0,Amazon Customer,I bought two of these as anniversary gifts for my parents. Been working amazing so far. I'm astonished at the battery life. They both use the phone as active dual sim (one being JIO) and it still gives over a day of usage. I'd recommend this to anyone looking for a performant entry level device
on 22 October 2017,/gp/customer-reviews/R2100NGIXMREFA?ASIN=B01DDP7D6W,3.0,Rahul Deore,"All other things are goods except camera. Dont go for 13/5 MP camera resolution. It is worst than 5/2 MP.Except Samsung u go for Moto G4 with additional 1k budget, which give u same features including very good camera quality."
on 22 May 2018,/gp/customer-reviews/R3KMWFBDSW532M?ASIN=B01DDP7D6W,5.0,RPS,Very good phone for handling calls etc.
date,url,rating,user,opinion
on 15 May 2018,/gp/customer-reviews/R36HPHSS0A70GR?ASIN=B01DDP7D6W,4.0,Sumit Bhosale,It is very Good Product as compare to price..
on 30 January 2018,/gp/customer-reviews/R2LS539MDV8BDS?ASIN=B01DDP7D6W,4.0,Partha Sengupta,Ear phone is missing ... if ear phone is not given to us why you are written in your narration !!Good phone.
on 20 August 2018,/gp/customer-reviews/R2DPKSKJQ646V4?ASIN=B01DDP7D6W,4.0,Amazon Customer,Bttry problm may b it needs sw updat...i bght it to gift ma fnd...baki sab badhia hey
on 17 September 2017,/gp/customer-reviews/R16WF8B5BC9FPE?ASIN=B01DDP7D6W,4.0,Rakesh Kumar Yadav,Delivered in timeCamera quality is averageBattery life is very goodOverall nice phone for this price
on 21 September 2017,/gp/customer-reviews/RCRZQ1CTLZY74?ASIN=B01DDP7D6W,5.0,Amazon Customer,Nice phone with nice apps and android.  the rate of the phone is very effective on amazon site
on 5 October 2017,/gp/customer-reviews/R3GDTMI2AX2H29?ASIN=B01DDP7D6W,1.0,Madhu,Very bad camera and having problems using it when we use the phone with flash mode on it's getting switched off and not getting switched on...
on 10 October 2017,/gp/customer-reviews/R3H4COPU1EVOA7?ASIN=B01DDP7D6W,5.0,p.sreeveeramani,Looks good. Worth for a money. Tku amazon
on 19 April 2018,/gp/customer-reviews/RKXKAV2UHQWCP?ASIN=B01DDP7D6W,2.0,Amit kumar yadav,The phone is good but the screen touch censor is less sensitive  so it some time difficult to operate the phone smoothly.Phone is good for Big screen lover.
on 21 April 2018,/gp/customer-reviews/RLXNSQT2SDCUT?ASIN=B01DDP7D6W,5.0,Vishnu swami,Simply good phone in budget for regular use.
on 14 October 2017,/gp/customer-reviews/R2B2BTJKR0AZQE?ASIN=B01DDP7D6W,3.0,Santosh marathe,There were one problem in my On7 pro goldI.e.  in low brighness the display screen starts to blink like an tube light....It made me unsatisfied...
date,url,rating,user,opinion
on 25 April 2018,/gp/customer-reviews/R2CG73XIQE7BDF?ASIN=B01DDP7D6W,5.0,sajla,bought 2 phones......camera is  good.... 1st i bought dis at d rate of 9450 and 2nd one at d rate of 7990 after 1 yr... till now there is no complaint.... both r going well.. overall good product...
on 20 August 2017,/gp/customer-reviews/R26KQ9HHWUF307?ASIN=B01DDP7D6W,1.0,Nilesh,Guys isese jada bekar phone maine aaj tak use nhi kiya...matlab yar had ho gayi samsung ka phone aur dusre hi din proper work nhi kar raha ..Mai abhi sirf 3 din use kiya hu aur performance jo mai expect kar raha tha usese bhaut bekar..
on 1 December 2017,/gp/customer-reviews/R3GGUXIMJHTPM8?ASIN=B01DDP7D6W,3.0,Vijayakumar Mural,"The phone hangs a lot.Camera not as good as expected, still somewhat ok.Great network coverage.No heating issues"
on 15 September 2017,/gp/customer-reviews/R3HBYVZB3OAGX?ASIN=B01DDP7D6W,1.0,satish,Very slow in opening apps and webpage and app navigation. Poor camera quality. Not satisfied with this mobile
on 18 June 2017,/gp/customer-reviews/R3RRFA73I29QYB?ASIN=B01DDP7D6W,5.0,Purav S.,All features are perfect.
on 13 February 2017,/gp/customer-reviews/RHY4F3KGHHQVX?ASIN=B01DDP7D6W,4.0,Gajendra Singh Rathod,It is a good smartphone in the range with excellent features and good Camera quality. But Amazon still need to improve on Delivery side.
on 11 December 2017,/gp/customer-reviews/R2FMPYDK1E2H44?ASIN=B01DDP7D6W,5.0,sreeraam,Very nice smartphone and cheapest one
on 24 June 2017,/gp/customer-reviews/R1MAPO7M3ZT9T8?ASIN=B01DDP7D6W,4.0,Debasis Dutta,Very nice phone and value for money
on 11 September 2017,/gp/customer-reviews/RRGE4SQAHSJK?ASIN=B01DDP7D6W,5.0,MARK DAS,Product is good as its a SAMSUNG phone but when I 1st placed my order it was a faulty device but thanks to amazon team who helped me to get a replacement.....happy over all.
on 10 March 2018,/gp/customer-reviews/R3P44CNE2CSAGY?ASIN=B01DDP7D6W,4.0,Sai Kumar,Very nice phone..buyed it second time for my bro..but these time I have not received headphones in the box..that disappointed me..The mobile is gud in the performance..value for money..best buy..
date,url,rating,user,opinion
on 7 December 2017,/gp/customer-reviews/R1WNH0S0SQKXTH?ASIN=B01DDP7D6W,5.0,Amazon Customer,"nice experience .5.5""Large and attractive display Thanks Amazon and samsung for great expierience 👌👌👍"
on 13 February 2018,/gp/customer-reviews/R1ZZWTZM9Y9284?ASIN=B01DDP7D6W,1.0,Amazon Customer,Worst product !! My keypad is working but when i try to do online shopping  i could not use keypad !! Genrally in 15days exchange less people are may use online shopping app ..waiting for solution !! Thank you
on 20 June 2018,/gp/customer-reviews/R2RKZHLH68TB2F?ASIN=B01DDP7D6W,1.0,Sibadata Nayak,camera lance is not set properly. Head phone is not working.
on 30 December 2017,/gp/customer-reviews/RDV7PPVICA8Z3?ASIN=B01DDP7D6W,1.0,Mathan,After using 5 months.. battery draining very fast... Waste of money
on 12 August 2018,/gp/customer-reviews/R1V5Z79M9XI8UT?ASIN=B01DDP7D6W,4.0,Amazon Customer,it was a good experience
on 19 April 2018,/gp/customer-reviews/R43LCRER4CW1S?ASIN=B01DDP7D6W,1.0,Asim,HiThis is inform you that the Mobil respond quiet slowly and heating mobile phone and also downloading problem from play store etc.Please kindly returns againThanksAsim9899558055
on 15 January 2018,/gp/customer-reviews/R2KWJT9ZPK550L?ASIN=B01DDP7D6W,4.0,jyotirmayee rout,My 10percent cashback money has not been added to my account on Samsung on pro7 mobile amount 7590.00 up today.please send reason details.
on 10 October 2017,/gp/customer-reviews/R26Q37WWOW4B7Z?ASIN=B01DDP7D6W,4.0,Krishna,nice phone
on 19 November 2017,/gp/customer-reviews/R1ONNAM8LD1NL6?ASIN=B01DDP7D6W,4.0,Amazon Customer,Excellent phone in this range. Everything things are very good but there is little bit of a signal problems. All other things are very good.
on 2 October 2018,/gp/customer-reviews/RUCLRG5FVYFXT?ASIN=B01DDP7D6W,5.0,Sharad G,Worth every paise paid!
date,url,rating,user,opinion
on 9 April 2018,/gp/customer-reviews/R1N0JPID8GLEYB?ASIN=B01DDP7D6W,3.0,gunda n.,I purchased samsung on7 pro at the date of 6th apri 2018 but it has a issue with battery its discharge so quickly  so i request to amazon replase product and amazon also accept my replacement request
on 23 September 2018,/gp/customer-reviews/R2TCC2KNBAD36I?ASIN=B01DDP7D6W,4.0,Prime 47,Nice phone for elderly.
on 21 June 2017,/gp/customer-reviews/R3G3ESTXLQD4G?ASIN=B01DDP7D6W,4.0,Shailendra Upadhyay,"Product is good as expected. Would have given 5 rating, if front camera would have a flash light as some of the other samsung models"
on 3 December 2017,/gp/customer-reviews/R3T03LA73VEGNQ?ASIN=B01DDP7D6W,1.0,Amazon Customer,"the charger is not working, most of the times the set hangs up. very slow speedA 3rd class mobile phone"
on 14 January 2018,/gp/customer-reviews/R1KIDFWKGYE0QP?ASIN=B01DDP7D6W,4.0,Shreya,Good work but camera is not a 13mgp clearity
on 16 September 2018,/gp/customer-reviews/R19IXB3ZRSEUKS?ASIN=B01DDP7D6W,4.0,Amazon Customer,Bought this a month ago and so far so good.
on 13 August 2018,/gp/customer-reviews/R9JTTNJMZXE06?ASIN=B01DDP7D6W,2.0,Ashutosh Goswami,Quality is too cheap coz after 2 month my Mobile's main back cover broke up..And adapter also stopped working..
on 31 May 2018,/gp/customer-reviews/R3VIA7G8NF3L0S?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Trustable brand in the budget, also you can find good support for rooting, you will face lag if more than three apps opened (depending on app). I don't if os is 64 bit, which tend to lag on 2 GB ram."
on 17 August 2018,/gp/customer-reviews/R3JWGCTXF8RWUY?ASIN=B01DDP7D6W,4.0,Ashutosh,Pro1. Design and look2. Big brand name3. MemoryCons-1. Slow speed2. Camera quality is not good3. Hanging issue
on 5 May 2018,/gp/customer-reviews/R27WU8TLRXQMP3?ASIN=B01DDP7D6W,2.0,yogesh chandra mishra,Go for Xiaomi...Samsung just trying to rob people from their hard earned money
date,url,rating,user,opinion
on 2 September 2018,/gp/customer-reviews/R1BFBLQIOEA9MG?ASIN=B01DDP7D6W,5.0,Karsan,It was very nice phone
on 29 August 2018,/gp/customer-reviews/R1LS9RYBVMATKP?ASIN=B01DDP7D6W,4.0,Abhishek,"Good image,sound,battery ! Satisfied with the product!"
on 27 August 2018,/gp/customer-reviews/R2LVIDW05XAD6S?ASIN=B01DDP7D6W,4.0,Gunnaiah T,Very Nice. Draw back is no headphone socket.
on 20 May 2018,/gp/customer-reviews/R1FNYYCN7MZLTJ?ASIN=B01DDP7D6W,2.0,Amazon Customer,Earphones are missing..Very slow. Not happy with the product 😣😢
on 4 September 2017,/gp/customer-reviews/R2NI1STZ3HWLGX?ASIN=B01DDP7D6W,1.0,SURAJ KUMAR,"mi 4 32 gb and 2gb ram,4 100 mah is the best mobile"
on 30 August 2017,/gp/customer-reviews/R1GH4OMQIMQAAV?ASIN=B01DDP7D6W,1.0,Aamer Baangi,"Worst handset ever bought from Sumsung, the handset is very slow.. the touch is not at all worth. If you rate this handset on 1 to 10 would say 1"
on 13 January 2018,/gp/customer-reviews/R35EPX3MSIGH4Q?ASIN=B01DDP7D6W,5.0,manikanta,Good
on 3 October 2017,/gp/customer-reviews/R1MTUIMY15XL6G?ASIN=B01DDP7D6W,5.0,Ishan Mehta,Awesome.
on 6 April 2018,/gp/customer-reviews/R3OEZEW6XAIA5Y?ASIN=B01DDP7D6W,1.0,Jeevareka,"I am received samsung phone and charger only but i am not receive ear phone and dont receive no asseseries. I am not satisfied, and also dont receive any gift wrappers.  Please if you do any favorite for me."
on 13 October 2016,/gp/customer-reviews/RGK3M7CVWBL35?ASIN=B01DDP7D6W,5.0,SARAH,good & nice product happy with the performance
date,url,rating,user,opinion
on 8 August 2018,/gp/customer-reviews/R1AER82X6MCIT5?ASIN=B01DDP7D6W,5.0,Ritesh K.,Performance of mobile is better than others
on 18 September 2018,/gp/customer-reviews/R2XTSYTJC6O1H9?ASIN=B01DDP7D6W,4.0,T. Dama,"worthful... 2GB ram, 16GB memory, 13+5mp camera and Samsung brand... below 8k..."
on 16 August 2017,/gp/customer-reviews/R3FCG9F4O9K89M?ASIN=B01DDP7D6W,1.0,sanjeet,i bought this mobile 3 month ago but  amazon did not sent original bill because of this samsung service center refused to mobile service . i want replace my mobile or send original bill with EMI number because mobile display is not working properly
on 24 June 2018,/gp/customer-reviews/R1ILN04QSY8929?ASIN=B01DDP7D6W,1.0,ashok kumar,Apps not downloadingIn it details it was mentioned that dual SIM with 4G+4G but to my surprise it is 4G+2G only. It's clear cheating.
on 18 June 2017,/gp/customer-reviews/R1E2DV4JYOQGEU?ASIN=B01DDP7D6W,5.0,Karthik Mylavarapu,Good and decent phone. Runs very smoothly
on 15 February 2018,/gp/customer-reviews/RG4NFENNGOGK3?ASIN=B01DDP7D6W,2.0,Anonymous,Its just an Ok product. I bought in 1 year before and from my experience keyboard hangs most of the time. Phone is a bit slow and camera is Ok during day time and pathetic at night time
on 29 October 2017,/gp/customer-reviews/R1NVVKZNMT6GN8?ASIN=B01DDP7D6W,5.0,Nabarun Bose,As expected as Samsung product.
on 27 March 2018,/gp/customer-reviews/R11X5412T2IT42?ASIN=B01DDP7D6W,4.0,Tanay sharma,Good at this price but no earphones inside this
on 14 October 2017,/gp/customer-reviews/R2GU6BWT56YCJJ?ASIN=B01DDP7D6W,1.0,Alpesh,Zero rating Very heat up mobileVery worst product I already Complaints for return the product but problem is not resolved yet never buy product on amazon
on 22 September 2018,/gp/customer-reviews/R1OWUPV6RW73CO?ASIN=B01DDP7D6W,4.0,Yogita,quite happy with this purchase
date,url,rating,user,opinion
on 11 December 2017,/gp/customer-reviews/R17ZOP2MAV8PYE?ASIN=B01DDP7D6W,5.0,yogesh,best phone budget phone
on 2 March 2018,/gp/customer-reviews/RS0A3JXM785D7?ASIN=B01DDP7D6W,5.0,Kausik Nandi,Very Good Value for MOney below 10K phone.
on 13 April 2018,/gp/customer-reviews/R1M5VSQWWMU4IN?ASIN=B01DDP7D6W,2.0,Dr.Shamim Ahmed Barbhuiya ,"Not good, keypad is not working properly"
on 28 January 2018,/gp/customer-reviews/R2HRHS6863Z9HT?ASIN=B01DDP7D6W,3.0,Amazon Customer,Every time it shows download pending when I wants to download any app from play store.... what to do ? Other than this no issue....
on 18 January 2018,/gp/customer-reviews/R27LVKJX7787OI?ASIN=B01DDP7D6W,4.0,Swapnil,Good product in that range...  Samsung provides VOLTE  mobile with many functions... Easy to handle
on 29 January 2017,/gp/customer-reviews/R2GN7MFTKXAXQ1?ASIN=B01DDP7D6W,1.0,777,Never  buy this product plsBattery problem is very highOnly avilable 5 hours backup with 100% battery charge
on 12 January 2018,/gp/customer-reviews/R14DS5ICVMOZD8?ASIN=B01DDP7D6W,5.0,Nandan jaiswal,Best smartphone for my dad. It has good camera & screen.  It is very slim. Selfie is too good. My dad is very pleased with this phone.
on 26 September 2017,/gp/customer-reviews/R3LHEOQS2A6CG?ASIN=B01DDP7D6W,5.0,Harsha,Very nice phone I actually buyed in sale and I saved 2000 rupees phone is working very good delivery experience is also good .happy to be a Amazon customer
on 10 May 2018,/gp/customer-reviews/R36FFX61FUWV0Z?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Except for camera, the phone is working good. On7 Pro is looking nice. But there is no headphone in the box. The price is for the complete phone set. How is the headphone missing?"
on 26 August 2017,/gp/customer-reviews/R31Y4MR8NM671A?ASIN=B01DDP7D6W,5.0,Xenophilie,Good phone.........bought it as a spare.......no complaints yet
date,url,rating,user,opinion
on 17 July 2017,/gp/customer-reviews/R2UG5SA2DO7B8Z?ASIN=B01DDP7D6W,5.0,durga,"Best mobile of this price.2gb ram 16 fb rom,13mp cam,5.5inch screen,a t 8500 price"
on 12 August 2018,/gp/customer-reviews/R1T06D0LDPKV2Z?ASIN=B01DDP7D6W,5.0,Amazon Customer,Nice product best quality
on 5 March 2018,/gp/customer-reviews/R1UPQSZSOGEB26?ASIN=B01DDP7D6W,4.0,Buranjee Hajong,Samsung on 7pro best battery backup n nice camera thanks amazon
on 12 January 2017,/gp/customer-reviews/R2TJV2N2AZ5XC6?ASIN=B01DDP7D6W,5.0,AB,Nice phone and camera. Got that during a sale in exchange of my older mobile.Very nice deal i got.
on 29 June 2018,/gp/customer-reviews/RU3E77WM54THS?ASIN=B01DDP7D6W,1.0,Suryaprakash yadav ,After inserting the sim card n  when  i switched the mobile it phone got hanged neither the screen is moving ahead nor back when I tried to switch it off even that is not happening
on 22 September 2018,/gp/customer-reviews/R2G5E46AUAGX1V?ASIN=B01DDP7D6W,5.0,Umesh Dixit,"I got this product for just 7k. Samsung brand with 2 gb ram, 16 gb internal memory and 13 mp camera. Amazing product. Really it's value for money. Thanks amazon..."
on 21 February 2018,/gp/customer-reviews/RPH2LF7XXN8ZI?ASIN=B01DDP7D6W,5.0,Satya Ranjjan Giri,Very good smart phone at reasonable price.
on 11 September 2017,/gp/customer-reviews/R11JWWEMXUAY0S?ASIN=B01DDP7D6W,4.0,Sarthak pandey,Within 20 days product has gone defective...I put in charge and after few hours.i tried to start the phone and it never started....very bad happen..
on 13 February 2018,/gp/customer-reviews/R1AAUXMGDI2HMP?ASIN=B01DDP7D6W,5.0,Tuhin,Superb phone in budget ....Nice display...Excellent picture quality... NO heating problem...Ho hang...Going smooth...The back side feels good and classy....
on 29 October 2017,/gp/customer-reviews/R321N12ACHFPZW?ASIN=B01DDP7D6W,1.0,prasad Vakil,product is good but received defective piece and hence need to move to service centre nearby. it prompts full volume sign repeatedly after regular intervals even if the phone is kept idle and the volume level in not set to maximum.
date,url,rating,user,opinion
on 27 September 2017,/gp/customer-reviews/R3NKLDHA0PYZ77?ASIN=B01DDP7D6W,3.0,Bunny Gandhi,"There is problem with the Phone speaker , volume is very less . I don't know , whether this problem is with our hand set or with all the phones of the same model i.e Samsung On 7 Pro. You are requested to confirm and please revert back."
on 9 March 2018,/gp/customer-reviews/R3ES2A35K9GRD5?ASIN=B01DDP7D6W,5.0,dAkshit kAdu,"1. Using since 7 months , no issues2. No lags with normal apps. usage.3. Dropped 5 to 6 times (normal/average height)- display & other parts still ok.4. Display quality- good5. Camera quality- ok for this price ( should be a little better) but not bad.6. User interface is good.7. Brand name compensates for other high end features offered by other brands, in this price range.It's my 3rd smartphone & 2nd Samsung smartphone.Samsung proved it's brand trust!You can confidently go for it with this price."
on 25 September 2017,/gp/customer-reviews/R165IIHYZTB01?ASIN=B01DDP7D6W,4.0,Amazon Customer,Camera is little bit slow. Could have been a better front camera. Except camera the phone runs well.
on 12 October 2017,/gp/customer-reviews/R2HNEP9BHNJUCS?ASIN=B01DDP7D6W,4.0,Amazon Customer,Good
on 12 August 2017,/gp/customer-reviews/R1HX2YVXNQ9PP2?ASIN=B01DDP7D6W,4.0,Mohd Hasnain,camera Quality is not better...but its ok at that price
on 23 October 2017,/gp/customer-reviews/R607N7ES5F33V?ASIN=B01DDP7D6W,5.0,Sujit,Good products. ...like him  use full future
on 17 August 2017,/gp/customer-reviews/R1YXXFQYTPRH85?ASIN=B01DDP7D6W,1.0,prasad,Worst worst worst worst don't buy this mobile I purchasing this mobile from Amazon but same day not working
on 3 September 2018,/gp/customer-reviews/R1IZRBEO2TN6HJ?ASIN=B01DDP7D6W,4.0,Ratul Nandy,"In this price the product was good, though it has some issues with the camera, so I want to get information about ""how to use the warranty card I have received in the box."
on 19 December 2016,/gp/customer-reviews/R2ZJ88QA3W93TH?ASIN=B01DDP7D6W,5.0,anju vijayan,Awsome phone at this price.. go for it without a second thought.. 😊
on 11 April 2018,/gp/customer-reviews/R3LEPE0B352CJ1?ASIN=B01DDP7D6W,1.0,Amazon Customer,Bakwas camera hai. Iska camera 2MP ka hai. Samsung jaisi brand se itne bakwas product ki ummeed nahi thi. Please don't purchase it warna pachtana padega .
date,url,rating,user,opinion
on 14 January 2018,/gp/customer-reviews/R2V2TOWY91Q01T?ASIN=B01DDP7D6W,5.0,Mahadev ,Every feature is Awesome in this price range.Got at Rs. 7490 .
on 12 November 2017,/gp/customer-reviews/R17XR476N7KTDT?ASIN=B01DDP7D6W,1.0,Tarak,Its being 3 month and display starts billing. And earphone as well as adapter stops working . God knows what will happen later
on 3 September 2018,/gp/customer-reviews/R2V1OBN15ZTGFL?ASIN=B01DDP7D6W,5.0,Amazon Customer,I  bought this for my Mother and she is very happy .  So far its good did not observe any problem .
on 1 May 2018,/gp/customer-reviews/R2YFOGEKRG3QIW?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Very nice budget product from samsung.. using since october 2017.. very good picture , video quality.. 16GB memory which is good.. im even using for vlogging.. go for it"
on 29 July 2017,/gp/customer-reviews/R2BEMA08JWL7EI?ASIN=B01DDP7D6W,4.0,Siddhartha ,Good
on 10 November 2017,/gp/customer-reviews/RJYYPUNB1AZJ2?ASIN=B01DDP7D6W,5.0,pawan kumar,An amazing device with an affordable price....This device has great features....Thanks to Amazon who gave me this phone with great discount.....
on 29 January 2018,/gp/customer-reviews/R3FBLHFKCGLCHT?ASIN=B01DDP7D6W,1.0,Smriti Dubey,Earphones missing..Phone hang problem from very first use
on 7 January 2018,/gp/customer-reviews/R17I6IE463O98N?ASIN=B01DDP7D6W,5.0,JASVIR SINGH,Nice
on 10 October 2017,/gp/customer-reviews/R6R2RGUXBOF22?ASIN=B01DDP7D6W,5.0,nitish kumar rai,"Awesome product in discounted prize ,thanks to amazon ."
on 6 October 2017,/gp/customer-reviews/RTJIA79TGCAMY?ASIN=B01DDP7D6W,4.0,Bs bachansingh  (tech reviewer),I paid just 7590 so it was good deal for me..!Overall good under 9K...
date,url,rating,user,opinion
on 2 October 2018,/gp/customer-reviews/R2LRPWSLE8YEIB?ASIN=B01DDP7D6W,4.0,Jayasimha S,Excellent phone who are looking for branded phone
on 8 August 2018,/gp/customer-reviews/R2P525MRA0091Q?ASIN=B01DDP7D6W,2.0,Debasish Majumder,"After very limited use within 2 months from the purchase I've notice that, Battery backup is very poor. Tough panel not function properly. Moreover I am not happy with this product."
on 28 August 2017,/gp/customer-reviews/R8OP1EGXBTXSO?ASIN=B01DDP7D6W,5.0,Aniruddha Sarkar,Very good product at an affordable price
on 26 March 2018,/gp/customer-reviews/RZYAQRZRMR8FT?ASIN=B01DDP7D6W,4.0,Dheeraj kumar das,I fill that's good product and ms word and excel make it very close to a computer.The camera quality is superb.but there is no fingerprint sensor yet it is a good product in compare with its price.
on 26 March 2018,/gp/customer-reviews/R2OFZ0VRB1AJIB?ASIN=B01DDP7D6W,3.0,Amit,"Pros - Good price, value for moneyCons- front camera is quiet blur same with back oneCheap quality plastic for back coverNot for heavy use"
on 31 October 2017,/gp/customer-reviews/R1M2ANA536VO3L?ASIN=B01DDP7D6W,1.0,Kajal,Bad product Amazon gave me three times defective product and they didn't respond on call when you call them you have do same procedure many times
on 16 October 2017,/gp/customer-reviews/R3IPB6P47LC3ZD?ASIN=B01DDP7D6W,3.0,kalyani r,Battery draining fast and network issue.i asked for replacement Amazon service is super
on 13 August 2018,/gp/customer-reviews/R3LQA9RH1XX7HQ?ASIN=B01DDP7D6W,1.0,Amazon Customer,This product is very very bad do not buy it😥😭😭😭it is very very slow and do not order it at all 😭 plz Amazon take it back so that I can order new phone of other brand plzz :'(
on 8 July 2018,/gp/customer-reviews/R1X5XZORVFCYVB?ASIN=B01DDP7D6W,5.0,Samrat Chakraborty,Authentic and awesome
on 27 April 2018,/gp/customer-reviews/R3V67IZB30DZWS?ASIN=B01DDP7D6W,3.0,Akram Ali,If ur budget is 7k and want 5.5 inch go for it.I brought it for my sister.Battery backup is goodCamera is goodLook is sexy.Overall specification is good in this price.
date,url,rating,user,opinion
on 25 June 2018,/gp/customer-reviews/R32PTLFL1TYODF?ASIN=B01DDP7D6W,4.0,R Rameshan ,The picture quality and the sound quality found to be very good . However the letters are very small which experienced difficulty while typing.Overall the set found to be very good.
on 10 November 2017,/gp/customer-reviews/R3FTISJI24AISK?ASIN=B01DDP7D6W,4.0,asokan ganapathy,I am happy about it .Good brand value at a reasonable price and performance
on 24 September 2017,/gp/customer-reviews/R27QSQO31R2A0W?ASIN=B01DDP7D6W,5.0,Siva,"Very nice product from Samsung, good camera clarity and awesome display, good sound, good battery backup and value for money."
on 5 January 2018,/gp/customer-reviews/R1UAMP8ODZLH4H?ASIN=B01DDP7D6W,2.0,Suraj C,MI is better in same price range.
on 9 September 2017,/gp/customer-reviews/R3BPKZQS2I7SL8?ASIN=B01DDP7D6W,5.0,@Jagannath,Nyc product .....no hanging and heating problem....Thank you amazon...
on 10 September 2017,/gp/customer-reviews/R2I8J1OEWEIB5V?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Great phone in such price. Samsung never gets heated in moderate use. Crisp and clean pictures, camera deserves praise."
on 11 March 2018,/gp/customer-reviews/R2DUE13XTH1J3J?ASIN=B01DDP7D6W,3.0,shravan,Earphone not available with this box. It was there when I have purchased the same mobile on 24th Jan 2018. Samsung has cheated by offering discounts without earphone.
on 15 November 2017,/gp/customer-reviews/R2B38MAVPXGIWO?ASIN=B01DDP7D6W,4.0,Pijush Das,Good mobile . I get it only 7590 rs. Battery back up good.
on 21 January 2018,/gp/customer-reviews/R3CLUKZITQY6PP?ASIN=B01DDP7D6W,5.0,Anisha,Very good product. Best quality in this price range.
on 1 November 2017,/gp/customer-reviews/R3DDDRVY05DTMZ?ASIN=B01DDP7D6W,4.0,Amazon Customer,I buyed this for my sister..she is using since a month and satisfied with ..
date,url,rating,user,opinion
on 6 June 2018,/gp/customer-reviews/R1LL3IA2JF2AUH?ASIN=B01DDP7D6W,5.0,Harsh,Excellent product
on 25 January 2018,/gp/customer-reviews/R10I2WSTCFN0L6?ASIN=B01DDP7D6W,1.0,Shabbeer,I booked Samsung galaxy in 7 pro mobile but earphones are not there in box.. earphones are missing in box..waste service amazon
on 22 October 2017,/gp/customer-reviews/R2BXH3N4H4P2SO?ASIN=B01DDP7D6W,4.0,Vaishnav AR,Amazing product very smooth and less weight also looks big and awesome at this price range it’s the best mobile
on 15 June 2018,/gp/customer-reviews/R2MWEBIHURDVCD?ASIN=B01DDP7D6W,2.0,Amazon Customer,Not a great product for price. Touch is really bad
on 1 September 2018,/gp/customer-reviews/R19H92ILKOWIZU?ASIN=B01DDP7D6W,4.0,Amit Kumar Seal,A good handset at the given price range during the time of purchase. The product does not lag or get heated even on continuous use...
on 15 September 2018,/gp/customer-reviews/R4J7RPL12W8TI?ASIN=B01DDP7D6W,2.0,Ashwinsuriya,Phone lags completely! Doesn’t suit well with the latest version of android apps. Display is also bit glitchy.
on 31 August 2017,/gp/customer-reviews/R2JS4EQXI2Q3NQ?ASIN=B01DDP7D6W,5.0,TAPAN K MISHRA,Satisfied in the Deal
on 17 September 2016,/gp/customer-reviews/R2LWYB0BO86MYS?ASIN=B01DDP7D6W,4.0,G.RAJASEKARAN,Samsung On7 Pro (Black)4G result is very good and always telling to my friends above said model.
on 25 September 2017,/gp/customer-reviews/R1X9B7PKJMLL8Y?ASIN=B01DDP7D6W,5.0,Ravishankar MH,Good  product  from  Samsung. Value  for money. But Amazon  still not paid the 10% cash back payment for COD by  swiping  through  VISA Card.
on 14 May 2018,/gp/customer-reviews/R1PQD2LA1EG3PZ?ASIN=B01DDP7D6W,2.0,Kamlesh,"Within using of this for 1 week, I am totally disappointed from this phone.  Its battery is not working properly. Battery ends just in 4 -5 hours. Pls suggest me what to do."
date,url,rating,user,opinion
on 2 April 2017,/gp/customer-reviews/R1A6XLE84UUVKN?ASIN=B01DDP7D6W,4.0,Arnab Mukherjee,"Nice Product and on-time delivery and the branding makes it good to use. Though not a flagship, but still works like a charm"
on 3 November 2017,/gp/customer-reviews/R30K5B718RFTTA?ASIN=B01DDP7D6W,5.0,Suresh,Samsung always rocks.. Stunning Display.. Smooth UI.. Battery backup is too good..
on 11 April 2018,/gp/customer-reviews/R31SYG316JPZIR?ASIN=B01DDP7D6W,5.0,V Gopinath,"Awesome phone at this Rate. Camera good quality, Sound also good , i was really surprised with battery backup, i was satisfied with the phone speed, simply the best budget phone."
on 20 July 2017,/gp/customer-reviews/R40J36MTPG1JL?ASIN=B01DDP7D6W,5.0,Darshan,Best phone at this price...Maximum features.Battery back up is very good.Camera result is good too.
on 21 September 2016,/gp/customer-reviews/R1PN4HVSATJ8AA?ASIN=B01DDP7D6W,5.0,Amazon Customer,"Thank you Samsung for this product - Samsung On 7 Pro is an amazing smartphone with great features, great speed, 2GB RAM and the latest andriod version! It also offers a 13MP front camera to capture the WOW moments! Overall a great deal at this price :)"
on 3 September 2017,/gp/customer-reviews/R3V4ZEHZQS9FTB?ASIN=B01DDP7D6W,3.0,Avishek Roy,"Front cam is just horrendous. Looks like a VGA cam. The touchscreen is also not good at all. So, in my opinion, go for other products in this price range!"
